employee_id,department,manager_leadership_style,pers_openness,pers_conscientiousness,pers_extraversion,pers_agreeableness,pers_neuroticism,work_flexibility_preference,years_at_company,p_o_fit_score,fit_eligibility_class
EMP_00953,Engineering,Supportive,4.01,2.96,2.93,3.99,1.37,4,3.8,54.6,Moderate
EMP_00954,Product Management,Democratic,3.16,4.06,2.26,3.18,1.64,5,1.1,44.4,Low
EMP_00955,Engineering,Supportive,4.1,3.24,2.52,3.38,3.36,5,0.8,53.1,Moderate
EMP_00956,Engineering,Democratic,4.05,4.21,4.16,2.66,4.0,1,2.2,48.4,Moderate
EMP_00957,Data Science,Supportive,3.0,4.83,4.31,3.12,3.47,5,1.5,65.6,Moderate
EMP_00958,HR,Autocratic/Micromanagement,3.52,3.66,2.16,3.23,4.23,4,0.5,30.3,Low
EMP_00959,Data Science,Supportive,4.25,4.02,3.01,3.76,2.17,3,1.1,52.9,Moderate
EMP_00960,Data Science,Supportive,3.56,3.88,3.23,4.01,2.92,5,11.6,53.3,Moderate
EMP_00961,Data Science,Autocratic/Micromanagement,4.26,3.69,2.81,3.11,2.11,3,3.4,23.1,Low
EMP_00962,Data Science,Supportive,4.21,4.11,1.67,3.07,1.49,3,5.9,50.3,Moderate
EMP_00963,Marketing,Supportive,4.45,4.73,3.34,3.05,2.24,4,7.1,56.0,Moderate
EMP_00964,Sales,Supportive,4.03,3.66,4.07,3.75,2.42,4,6.0,74.5,Moderate
EMP_00965,Engineering,Supportive,4.12,2.72,3.62,2.9,1.75,4,2.2,31.5,Low
EMP_00966,Data Science,Autocratic/Micromanagement,3.83,3.79,1.59,3.91,2.21,4,6.6,44.4,Low
EMP_00967,Sales,Supportive,2.35,3.81,3.1,3.8,2.48,1,0.5,46.6,Moderate
EMP_00968,Marketing,Autocratic/Micromanagement,3.36,4.26,3.2,3.25,3.01,2,0.5,43.1,Low
EMP_00969,Product Management,Supportive,3.72,3.15,4.27,2.05,2.59,3,0.5,51.1,Moderate
EMP_00970,Sales,Supportive,3.38,4.32,2.62,3.57,1.67,5,0.6,53.0,Moderate
EMP_00971,Data Science,Democratic,4.11,4.36,3.84,2.32,2.57,2,1.0,53.2,Moderate
EMP_00972,Product Management,Democratic,3.68,3.64,2.63,2.37,2.78,3,0.5,45.0,Moderate
EMP_00973,Engineering,Democratic,3.49,3.48,2.49,2.42,2.19,4,0.9,46.5,Moderate
EMP_00974,HR,Supportive,3.79,3.27,2.9,3.47,2.91,2,5.3,52.8,Moderate
EMP_00975,Data Science,Supportive,3.36,4.41,3.38,3.27,3.16,4,0.5,67.5,Moderate
EMP_00976,Product Management,Democratic,3.88,3.33,3.46,3.87,1.39,4,13.7,48.3,Moderate
EMP_00977,Engineering,Autocratic/Micromanagement,2.82,4.59,2.66,4.51,3.15,4,4.7,48.5,Moderate
EMP_00978,Data Science,Supportive,1.91,3.31,2.6,3.69,2.84,4,3.0,40.4,Low
EMP_00979,Engineering,Supportive,2.85,4.7,3.64,3.5,2.3,1,1.5,68.8,Moderate
EMP_00980,Product Management,Supportive,4.47,4.05,2.6,3.03,1.5,3,10.4,54.0,Moderate
EMP_00981,Engineering,Autocratic/Micromanagement,2.87,3.4,2.82,3.95,3.9,4,1.7,39.9,Low
EMP_00982,Sales,Supportive,3.42,4.21,3.16,3.5,2.88,5,0.5,52.8,Moderate
EMP_00983,Engineering,Democratic,4.0,3.28,2.32,4.68,2.68,5,2.7,42.8,Low
EMP_00984,Product Management,Supportive,2.37,4.43,2.46,3.13,2.79,3,3.8,50.3,Moderate
EMP_00985,Marketing,Autocratic/Micromanagement,3.61,3.92,3.96,3.99,2.36,5,1.1,39.2,Low
EMP_00986,Sales,Autocratic/Micromanagement,4.87,4.19,3.85,2.86,1.73,3,2.0,28.9,Low
EMP_00987,Engineering,Autocratic/Micromanagement,3.14,3.09,2.48,3.39,2.33,4,0.9,40.8,Low
EMP_00988,Engineering,Democratic,4.91,3.8,3.77,2.93,2.47,5,0.9,47.4,Moderate
EMP_00989,Sales,Democratic,3.56,3.79,2.51,3.91,3.11,2,4.8,34.3,Low
EMP_00990,Sales,Supportive,3.77,3.78,1.3,2.93,3.32,4,10.7,36.6,Low
EMP_00991,Marketing,Democratic,3.67,4.89,2.91,3.5,3.13,4,8.6,34.8,Low
EMP_00992,Sales,Autocratic/Micromanagement,3.63,4.69,2.49,4.63,1.94,4,0.5,23.0,Low
EMP_00993,Engineering,Supportive,3.93,3.07,3.79,3.77,2.94,2,10.6,47.2,Moderate
EMP_00994,Engineering,Democratic,3.6,3.88,2.88,4.24,3.94,3,11.8,33.2,Low
EMP_00995,Engineering,Democratic,4.44,3.49,4.21,3.27,1.34,3,2.2,44.2,Low
EMP_00996,Sales,Supportive,3.65,4.58,2.72,4.05,1.96,2,4.2,59.4,Moderate
EMP_00997,Engineering,Supportive,3.17,3.29,1.95,3.89,3.52,5,2.1,40.5,Low
EMP_00998,Sales,Supportive,3.72,3.28,2.02,4.02,2.73,5,4.9,35.2,Low
EMP_00999,Marketing,Supportive,4.03,3.82,4.5,3.31,1.98,4,4.7,50.4,Moderate
EMP_01000,Data Science,Supportive,4.08,4.25,2.28,3.25,3.14,4,1.2,63.6,Moderate
EMP_01001,Engineering,Supportive,3.63,3.24,2.8,4.16,3.47,4,1.0,41.8,Low
EMP_01002,Sales,Democratic,2.11,4.47,3.21,4.08,2.45,5,0.5,46.9,Moderate
EMP_01003,Marketing,Democratic,3.83,4.2,2.85,3.93,2.72,4,9.0,34.4,Low
EMP_01004,Product Management,Supportive,3.47,4.25,3.58,4.04,3.0,3,0.5,51.5,Moderate
EMP_01005,Product Management,Supportive,4.66,4.48,2.62,4.06,3.01,2,9.3,48.3,Moderate
EMP_01006,Marketing,Supportive,4.0,3.63,3.03,3.88,2.15,1,1.9,59.9,Moderate
EMP_01007,Marketing,Supportive,3.67,4.05,4.13,3.98,3.77,4,0.5,44.9,Low
EMP_01008,Marketing,Supportive,4.85,3.53,3.39,4.03,1.85,4,0.5,53.8,Moderate
EMP_01009,Data Science,Supportive,3.37,4.2,3.22,4.27,1.32,2,6.6,72.3,Moderate
EMP_01010,Engineering,Democratic,3.8,3.32,3.11,3.27,1.3,5,3.2,47.3,Moderate
EMP_01011,Sales,Autocratic/Micromanagement,3.7,3.95,2.6,3.42,2.68,3,0.8,43.1,Low
EMP_01012,Data Science,Democratic,2.97,4.07,4.49,3.39,3.81,4,5.1,40.1,Low
EMP_01013,Sales,Supportive,3.68,3.26,3.53,2.95,3.68,4,1.0,45.2,Moderate
EMP_01014,Sales,Supportive,3.5,4.24,1.66,3.61,3.04,1,0.5,29.2,Low
EMP_01015,Engineering,Autocratic/Micromanagement,3.93,2.58,2.91,2.71,3.34,3,0.6,19.0,Low
EMP_01016,Engineering,Democratic,4.2,3.52,1.68,3.3,2.46,2,0.5,49.8,Moderate
EMP_01017,Engineering,Supportive,4.34,3.56,2.04,3.57,1.88,4,8.4,46.7,Moderate
EMP_01018,Engineering,Supportive,3.48,4.29,3.37,2.87,3.01,4,1.7,68.1,Moderate
EMP_01019,Product Management,Democratic,2.95,4.06,3.95,3.15,1.65,3,3.6,50.3,Moderate
EMP_01020,Marketing,Autocratic/Micromanagement,2.19,3.81,3.14,3.25,4.15,4,10.2,39.2,Low
EMP_01021,Data Science,Democratic,3.45,2.86,2.87,3.41,2.54,2,4.2,44.6,Low
EMP_01022,HR,Supportive,3.89,2.91,4.0,3.67,2.62,2,1.1,39.9,Low
EMP_01023,Engineering,Supportive,3.47,3.16,2.53,4.04,1.75,3,2.3,62.9,Moderate
EMP_01024,Marketing,Democratic,2.23,2.86,3.16,3.8,2.95,5,3.3,47.7,Moderate
EMP_01025,Marketing,Democratic,4.37,3.53,4.09,3.67,1.79,4,4.0,49.2,Moderate
EMP_01026,Data Science,Democratic,4.51,3.58,2.55,1.83,2.53,3,4.8,44.5,Low
EMP_01027,Data Science,Supportive,4.01,3.42,1.42,5.0,2.55,5,7.4,48.5,Moderate
EMP_01028,Data Science,Democratic,3.53,4.37,3.18,3.25,1.22,4,0.5,67.1,Moderate
EMP_01029,Data Science,Democratic,3.92,4.29,2.6,2.85,2.7,5,3.6,51.9,Moderate
EMP_01030,Engineering,Democratic,3.97,4.61,3.22,2.97,2.43,5,5.4,51.8,Moderate
EMP_01031,Sales,Democratic,4.43,4.1,3.11,4.03,2.36,2,0.8,40.1,Low
EMP_01032,Product Management,Supportive,3.82,4.42,3.64,3.41,2.85,4,4.3,46.9,Moderate
EMP_01033,Sales,Democratic,2.89,3.73,2.96,3.04,1.46,3,0.5,45.5,Moderate
EMP_01034,Marketing,Autocratic/Micromanagement,4.16,3.28,3.41,4.29,1.14,4,9.4,23.1,Low
EMP_01035,Data Science,Supportive,3.51,3.55,3.89,4.62,2.25,3,8.0,58.6,Moderate
EMP_01036,Product Management,Autocratic/Micromanagement,2.7,3.87,4.06,3.45,4.11,2,1.4,33.1,Low
EMP_01037,Marketing,Supportive,3.12,4.06,3.17,2.77,1.84,5,3.4,50.9,Moderate
EMP_01038,Sales,Supportive,4.11,3.95,3.06,2.87,1.94,3,7.7,50.4,Moderate
EMP_01039,Data Science,Supportive,2.75,3.55,2.61,3.14,1.75,4,9.5,57.7,Moderate
EMP_01040,Sales,Supportive,3.45,3.22,2.41,2.35,1.86,3,1.1,40.0,Low
EMP_01041,Sales,Supportive,3.54,3.9,3.48,3.81,3.09,2,8.5,50.4,Moderate
EMP_01042,Product Management,Autocratic/Micromanagement,3.48,3.82,4.3,3.4,2.59,4,3.7,40.2,Low
EMP_01043,Product Management,Supportive,3.75,3.08,3.76,3.58,3.51,3,0.7,39.1,Low
EMP_01044,HR,Supportive,3.69,3.7,2.26,3.35,2.03,3,0.5,54.8,Moderate
EMP_01045,Product Management,Democratic,4.41,4.31,4.41,3.32,1.78,2,5.4,41.7,Low
EMP_01046,Product Management,Autocratic/Micromanagement,3.57,3.82,1.99,3.29,3.41,5,1.3,37.8,Low
EMP_01047,Product Management,Supportive,3.52,4.0,3.03,3.25,3.25,3,11.7,40.0,Low
EMP_01048,Engineering,Supportive,4.19,4.27,4.02,3.35,1.87,4,12.5,74.2,Moderate
EMP_01049,Sales,Autocratic/Micromanagement,3.77,4.75,4.05,3.74,2.77,3,2.4,57.9,Moderate
EMP_01050,Sales,Autocratic/Micromanagement,4.39,3.51,3.47,3.65,1.3,1,8.7,31.0,Low
EMP_01051,Engineering,Democratic,5.0,3.7,2.15,3.58,2.9,4,2.5,31.9,Low
EMP_01052,Marketing,Supportive,4.25,4.66,4.25,2.91,1.98,4,16.1,52.0,Moderate
EMP_01053,Sales,Democratic,2.59,2.71,2.23,4.05,2.23,4,2.6,20.3,Low
EMP_01054,Marketing,Democratic,4.17,2.88,1.82,3.57,2.5,4,5.1,46.1,Moderate
EMP_01055,Sales,Democratic,3.4,3.97,2.23,3.97,2.32,4,10.9,33.9,Low
EMP_01056,Sales,Democratic,3.62,3.36,3.43,1.99,2.79,3,1.9,47.5,Moderate
EMP_01057,Marketing,Supportive,2.53,3.82,4.33,3.5,1.97,4,8.5,59.9,Moderate
EMP_01058,Data Science,Supportive,4.33,2.67,4.23,3.07,3.3,4,8.3,25.5,Low
EMP_01059,Marketing,Supportive,3.83,5.0,1.43,4.32,1.0,3,12.6,62.5,Moderate
EMP_01060,Engineering,Democratic,3.98,3.53,3.03,4.35,1.52,3,1.4,43.6,Low
EMP_01061,Sales,Autocratic/Micromanagement,3.52,3.07,4.13,3.58,3.0,5,1.1,54.9,Moderate
EMP_01062,Marketing,Supportive,3.38,4.08,2.92,2.66,2.79,3,5.5,52.7,Moderate
EMP_01063,Marketing,Supportive,4.52,4.21,3.44,4.39,1.94,2,3.2,55.2,Moderate
EMP_01064,Engineering,Supportive,2.14,3.64,3.62,3.6,2.14,4,2.7,53.2,Moderate
EMP_01065,Data Science,Supportive,4.77,4.66,3.39,3.66,1.39,5,5.6,68.4,Moderate
EMP_01066,Engineering,Supportive,4.18,4.49,4.45,3.01,1.64,4,4.5,76.3,High
EMP_01067,Product Management,Democratic,4.34,3.51,2.88,3.85,1.9,5,1.9,49.1,Moderate
EMP_01068,Marketing,Supportive,5.0,3.98,2.42,3.84,3.45,4,0.9,46.0,Moderate
EMP_01069,Marketing,Autocratic/Micromanagement,3.68,3.73,3.11,3.34,3.8,1,3.6,41.1,Low
EMP_01070,Product Management,Supportive,3.75,4.21,3.0,3.91,1.61,5,4.5,49.3,Moderate
EMP_01071,Product Management,Democratic,3.73,3.03,2.52,3.45,2.85,4,1.5,30.4,Low
EMP_01072,HR,Supportive,4.12,4.11,2.9,3.93,1.99,2,2.0,56.2,Moderate
EMP_01073,Data Science,Supportive,4.4,4.28,2.57,3.37,2.62,5,0.5,67.2,Moderate
EMP_01074,Sales,Democratic,4.26,4.09,2.12,3.6,2.34,5,6.7,19.4,Low
EMP_01075,Engineering,Supportive,3.57,3.59,4.37,2.99,1.85,5,4.4,53.7,Moderate
EMP_01076,Marketing,Democratic,3.47,4.26,4.32,4.51,3.36,4,9.6,36.1,Low
EMP_01077,Sales,Democratic,3.54,3.37,3.01,3.91,3.05,4,4.8,41.4,Low
EMP_01078,Sales,Democratic,3.75,3.66,3.16,3.98,2.95,5,3.2,32.0,Low
EMP_01079,Product Management,Democratic,4.37,3.95,2.71,3.19,3.33,4,3.9,32.0,Low
EMP_01080,Sales,Autocratic/Micromanagement,2.72,4.16,2.86,3.65,2.45,4,0.7,46.6,Moderate
EMP_01081,Product Management,Supportive,2.58,3.64,3.05,3.37,2.37,4,8.3,60.7,Moderate
EMP_01082,Engineering,Autocratic/Micromanagement,4.12,4.21,2.77,3.73,1.31,4,8.3,42.3,Low
EMP_01083,HR,Autocratic/Micromanagement,3.42,3.33,2.36,4.22,3.07,2,7.2,40.1,Low
EMP_01084,Engineering,Democratic,3.65,3.33,3.96,5.0,3.1,4,6.6,42.2,Low
EMP_01085,HR,Autocratic/Micromanagement,4.2,3.39,2.24,2.68,2.44,3,1.1,17.1,Low
EMP_01086,Sales,Supportive,2.72,4.19,2.97,3.73,3.17,1,5.5,52.6,Moderate
EMP_01087,Engineering,Democratic,4.34,4.34,3.06,3.2,2.58,5,8.5,56.4,Moderate
EMP_01088,Engineering,Supportive,2.34,4.08,4.37,3.07,1.57,4,1.8,54.4,Moderate
EMP_01089,Sales,Autocratic/Micromanagement,3.84,3.53,2.99,2.71,1.39,5,0.5,46.7,Moderate
EMP_01090,Marketing,Democratic,3.5,4.44,2.85,3.45,2.59,4,10.6,35.6,Low
EMP_01091,Data Science,Democratic,3.9,3.98,2.84,3.85,3.01,4,0.7,34.2,Low
EMP_01092,HR,Autocratic/Micromanagement,3.4,4.02,3.41,3.12,2.71,4,2.3,39.6,Low
EMP_01093,Marketing,Democratic,2.89,3.48,2.96,2.68,1.34,4,0.8,55.2,Moderate
EMP_01094,Data Science,Supportive,4.29,3.7,2.42,3.76,1.32,5,9.6,59.6,Moderate
EMP_01095,Product Management,Supportive,3.44,3.69,3.89,4.33,2.39,5,4.2,53.0,Moderate
EMP_01096,Sales,Democratic,3.91,3.27,3.19,3.31,2.19,4,3.8,49.3,Moderate
EMP_01097,Sales,Democratic,4.02,3.4,3.35,4.86,3.62,4,4.3,34.5,Low
EMP_01098,Marketing,Supportive,3.83,4.11,2.3,2.31,3.22,3,4.8,40.4,Low
EMP_01099,Sales,Supportive,3.37,2.9,3.28,3.08,2.06,4,1.2,57.5,Moderate
EMP_01100,Data Science,Democratic,4.01,3.96,3.46,3.75,2.06,4,1.1,46.8,Moderate
EMP_01101,Data Science,Autocratic/Micromanagement,4.63,3.51,2.73,3.86,4.4,3,0.5,6.5,Low
EMP_01102,Engineering,Autocratic/Micromanagement,3.8,3.99,3.25,3.44,2.19,3,6.7,44.0,Low
EMP_01103,Data Science,Supportive,4.53,3.55,2.73,3.55,1.84,5,1.1,53.4,Moderate
EMP_01104,HR,Democratic,4.07,3.95,2.88,3.61,1.98,3,3.6,54.2,Moderate
EMP_01105,Engineering,Autocratic/Micromanagement,2.32,3.91,3.74,3.3,2.21,3,3.4,42.5,Low
EMP_01106,Sales,Supportive,3.75,3.8,2.56,3.28,1.81,4,0.5,52.3,Moderate
EMP_01107,Data Science,Autocratic/Micromanagement,4.34,3.48,3.38,3.8,2.8,2,5.9,23.1,Low
EMP_01108,Marketing,Supportive,3.81,3.61,3.62,3.22,2.8,3,1.6,53.8,Moderate
EMP_01109,Engineering,Supportive,2.93,3.13,3.36,3.38,3.06,3,7.8,49.3,Moderate
EMP_01110,Marketing,Autocratic/Micromanagement,4.15,3.47,3.91,3.44,2.45,4,2.6,14.6,Low
EMP_01111,HR,Democratic,4.44,4.73,2.72,4.35,1.14,3,1.1,51.5,Moderate
EMP_01112,Product Management,Supportive,3.64,3.55,3.81,4.65,3.0,2,5.7,41.7,Low
EMP_01113,Sales,Supportive,3.16,3.73,3.61,3.56,2.95,5,4.5,41.2,Low
EMP_01114,Marketing,Democratic,3.79,2.84,3.15,3.66,3.41,3,0.7,40.3,Low
EMP_01115,Engineering,Democratic,3.34,3.9,3.05,4.0,1.71,4,1.5,58.8,Moderate
EMP_01116,Engineering,Supportive,2.78,4.09,2.87,3.32,2.4,3,0.9,50.3,Moderate
EMP_01117,Sales,Supportive,3.59,3.5,2.55,4.39,2.69,4,0.5,51.4,Moderate
EMP_01118,Product Management,Democratic,3.15,4.4,2.98,3.44,4.13,5,4.6,36.6,Low
EMP_01119,Marketing,Autocratic/Micromanagement,2.54,3.56,4.96,2.36,1.0,2,3.4,48.7,Moderate
EMP_01120,Sales,Democratic,3.28,3.82,3.06,3.6,2.84,4,0.5,40.0,Low
EMP_01121,Engineering,Autocratic/Micromanagement,4.35,2.98,3.95,3.97,1.88,4,1.3,23.0,Low
EMP_01122,Sales,Democratic,3.22,3.43,2.37,2.4,2.04,5,1.2,28.5,Low
EMP_01123,Engineering,Autocratic/Micromanagement,4.09,3.52,3.22,3.83,1.93,4,6.1,28.0,Low
EMP_01124,Sales,Democratic,3.48,3.06,3.02,3.9,2.81,3,2.0,43.4,Low
EMP_01125,Engineering,Supportive,4.51,4.6,4.62,3.45,1.61,3,7.2,72.4,Moderate
EMP_01126,Product Management,Supportive,4.63,4.09,3.15,3.43,2.09,5,20.0,50.3,Moderate
EMP_01127,Engineering,Democratic,4.14,3.76,3.65,2.81,2.53,3,4.2,41.0,Low
EMP_01128,Sales,Supportive,4.62,4.09,2.68,2.75,2.32,3,3.2,52.8,Moderate
EMP_01129,HR,Supportive,4.01,3.08,2.65,3.22,3.18,5,0.5,47.2,Moderate
EMP_01130,Sales,Democratic,3.96,4.53,1.83,4.22,3.39,5,9.0,19.2,Low
EMP_01131,Marketing,Democratic,4.17,3.37,3.32,2.91,2.58,4,3.6,49.4,Moderate
EMP_01132,Marketing,Democratic,3.9,3.41,1.97,3.32,2.88,3,1.0,41.2,Low
EMP_01133,HR,Supportive,3.85,4.17,4.15,2.74,1.0,5,2.3,59.6,Moderate
EMP_01134,Sales,Supportive,3.98,5.0,2.89,3.33,3.06,2,1.3,44.1,Low
EMP_01135,HR,Supportive,3.99,3.75,2.74,2.58,2.76,3,3.7,46.3,Moderate
EMP_01136,Marketing,Supportive,3.02,3.68,3.37,4.46,3.9,4,1.0,46.1,Moderate
EMP_01137,Engineering,Democratic,4.29,4.22,3.62,2.89,1.97,4,3.0,60.9,Moderate
EMP_01138,Engineering,Democratic,4.57,3.61,3.01,3.03,2.37,3,4.2,41.5,Low
EMP_01139,Product Management,Supportive,4.48,3.55,2.52,3.96,2.32,2,0.9,46.2,Moderate
EMP_01140,Product Management,Autocratic/Micromanagement,4.04,3.79,3.78,4.13,3.44,1,9.0,26.0,Low
EMP_01141,Engineering,Supportive,4.49,3.72,2.47,3.75,2.51,3,4.4,43.2,Low
EMP_01142,Engineering,Supportive,3.84,3.79,3.28,3.09,1.81,3,0.9,62.4,Moderate
EMP_01143,Engineering,Supportive,4.66,4.12,2.73,3.31,2.46,3,2.5,59.9,Moderate
EMP_01144,Marketing,Democratic,3.98,4.02,4.22,3.38,3.17,4,1.9,40.5,Low
EMP_01145,Sales,Supportive,4.24,3.3,3.2,3.73,2.89,5,1.3,49.9,Moderate
EMP_01146,Engineering,Democratic,4.23,4.07,3.27,3.71,4.32,2,4.2,32.2,Low
EMP_01147,Marketing,Supportive,4.08,3.68,2.88,4.07,4.17,3,6.7,37.2,Low
EMP_01148,Sales,Democratic,4.25,3.48,3.55,3.93,4.39,3,6.5,31.7,Low
EMP_01149,Engineering,Democratic,3.19,3.95,2.69,3.5,2.6,3,2.3,36.2,Low
EMP_01150,HR,Democratic,4.92,4.01,3.45,3.45,2.2,3,0.7,53.2,Moderate
EMP_01151,Sales,Democratic,3.15,4.4,3.32,3.59,1.65,4,5.4,47.0,Moderate
EMP_01152,Data Science,Autocratic/Micromanagement,3.48,3.91,3.94,4.66,2.79,4,2.4,47.0,Moderate
EMP_01153,Product Management,Democratic,4.2,3.61,2.86,3.27,3.45,4,6.2,36.1,Low
EMP_01154,HR,Democratic,3.3,4.0,3.73,2.9,3.84,2,15.0,39.4,Low
EMP_01155,Engineering,Supportive,3.7,4.24,3.08,4.94,2.03,3,8.4,65.2,Moderate
EMP_01156,Data Science,Supportive,3.38,3.73,4.22,2.72,2.82,5,4.4,50.0,Moderate
EMP_01157,Sales,Supportive,3.83,3.4,3.35,4.11,2.52,4,3.8,47.5,Moderate
EMP_01158,Product Management,Supportive,3.58,3.25,2.37,3.74,3.27,3,1.6,47.7,Moderate
EMP_01159,Data Science,Supportive,3.38,4.27,3.38,3.23,2.5,5,1.7,68.4,Moderate
EMP_01160,Data Science,Supportive,3.17,3.34,3.92,3.4,3.88,4,4.1,46.3,Moderate
EMP_01161,Engineering,Supportive,4.78,3.4,3.11,3.75,2.33,4,0.9,55.5,Moderate
EMP_01162,Data Science,Autocratic/Micromanagement,3.4,3.87,2.46,3.68,1.88,5,0.5,43.1,Low
EMP_01163,Engineering,Supportive,4.22,3.17,2.3,4.3,3.36,3,0.5,47.0,Moderate
EMP_01164,Engineering,Democratic,4.32,3.6,2.67,4.81,2.85,3,2.4,46.6,Moderate
EMP_01165,Sales,Supportive,3.84,3.22,2.99,4.5,1.0,4,0.5,62.2,Moderate
EMP_01166,Sales,Supportive,4.03,3.91,2.78,4.21,2.55,5,0.5,47.2,Moderate
EMP_01167,Sales,Autocratic/Micromanagement,3.4,3.84,2.67,3.26,1.72,1,8.9,51.6,Moderate
EMP_01168,Sales,Supportive,4.37,4.33,2.1,3.46,1.85,1,1.6,37.0,Low
EMP_01169,Data Science,Democratic,4.51,4.55,3.13,4.49,2.85,5,15.7,62.4,Moderate
EMP_01170,Product Management,Supportive,3.49,3.79,3.89,4.48,1.75,5,0.5,51.7,Moderate
EMP_01171,Product Management,Supportive,3.22,3.71,2.52,3.02,3.06,4,9.2,53.9,Moderate
EMP_01172,Product Management,Democratic,4.19,3.14,3.33,4.4,2.37,4,10.3,43.8,Low
EMP_01173,Data Science,Autocratic/Micromanagement,4.11,3.38,3.87,3.98,1.05,3,8.6,30.8,Low
EMP_01174,Data Science,Autocratic/Micromanagement,3.84,3.87,2.55,3.41,2.21,2,1.4,51.2,Moderate
EMP_01175,Engineering,Supportive,2.56,2.88,3.04,3.58,3.74,3,0.7,46.7,Moderate
EMP_01176,Data Science,Supportive,3.76,4.03,2.11,3.67,3.09,4,14.2,49.1,Moderate
EMP_01177,Engineering,Supportive,2.95,4.24,3.09,2.71,1.48,3,3.9,67.2,Moderate
EMP_01178,Marketing,Supportive,3.99,3.43,3.31,3.35,1.52,4,2.8,50.1,Moderate
EMP_01179,Marketing,Autocratic/Micromanagement,4.19,3.19,2.14,3.63,1.99,4,1.8,21.0,Low
EMP_01180,Data Science,Supportive,3.36,3.77,2.37,2.7,2.93,4,4.2,47.1,Moderate
EMP_01181,Sales,Democratic,4.31,3.26,3.39,3.19,3.39,4,0.5,35.8,Low
EMP_01182,Engineering,Supportive,3.91,3.51,2.85,4.4,2.98,3,8.2,50.4,Moderate
EMP_01183,Engineering,Autocratic/Micromanagement,3.47,4.14,3.09,4.21,3.04,3,3.2,41.6,Low
EMP_01184,Sales,Autocratic/Micromanagement,3.92,3.53,2.87,3.63,2.27,3,0.5,44.9,Low
EMP_01185,Engineering,Democratic,4.17,3.51,2.26,3.95,1.45,5,1.1,60.0,Moderate
EMP_01186,Sales,Autocratic/Micromanagement,3.29,4.09,3.55,3.44,3.16,4,0.7,37.7,Low
EMP_01187,Data Science,Democratic,3.82,4.11,2.14,4.28,3.14,4,2.5,39.9,Low
EMP_01188,Sales,Supportive,2.85,3.17,4.0,3.4,4.14,3,0.5,56.5,Moderate
EMP_01189,Engineering,Supportive,2.94,4.25,3.09,3.0,1.29,3,2.4,73.7,Moderate
EMP_01190,Product Management,Supportive,3.0,4.04,2.51,3.4,2.42,1,0.5,54.3,Moderate
EMP_01191,Engineering,Supportive,3.69,4.42,1.96,3.57,2.51,3,7.0,70.1,Moderate
EMP_01192,Marketing,Supportive,3.73,3.79,2.93,2.93,2.8,5,0.6,54.5,Moderate
EMP_01193,Engineering,Democratic,3.71,3.33,2.52,3.73,2.68,3,9.7,46.2,Moderate
EMP_01194,Engineering,Autocratic/Micromanagement,2.9,3.71,3.67,3.55,1.0,4,2.8,55.8,Moderate
EMP_01195,Marketing,Autocratic/Micromanagement,3.9,3.78,3.49,3.39,2.51,4,2.0,40.8,Low
EMP_01196,HR,Supportive,3.82,4.31,2.89,3.53,1.58,5,7.7,55.5,Moderate
EMP_01197,Engineering,Democratic,3.76,3.37,2.98,1.6,2.54,3,3.5,37.4,Low
EMP_01198,Marketing,Supportive,3.99,4.05,2.79,2.13,4.3,2,0.8,50.3,Moderate
EMP_01199,Engineering,Supportive,2.93,4.1,2.5,3.85,1.2,2,0.5,60.7,Moderate
EMP_01200,Data Science,Supportive,3.04,4.06,3.48,2.8,2.6,4,2.4,47.3,Moderate
EMP_01201,Engineering,Democratic,3.77,3.08,3.29,2.48,2.36,1,0.5,45.6,Moderate
EMP_01202,Marketing,Democratic,4.81,3.27,2.82,2.36,3.19,5,10.2,45.5,Moderate
EMP_01203,Data Science,Autocratic/Micromanagement,3.31,3.86,2.68,2.32,2.69,4,1.2,44.3,Low
EMP_01204,Data Science,Autocratic/Micromanagement,4.05,3.47,4.16,3.05,1.36,4,4.5,21.9,Low
EMP_01205,Engineering,Autocratic/Micromanagement,3.26,5.0,2.48,2.82,2.06,5,8.2,58.5,Moderate
EMP_01206,Marketing,Supportive,3.83,4.87,3.38,4.41,2.29,4,0.7,49.2,Moderate
EMP_01207,Sales,Autocratic/Micromanagement,4.13,4.4,3.26,3.51,2.43,1,0.5,26.9,Low
EMP_01208,Marketing,Supportive,4.82,4.33,3.52,3.69,2.39,2,2.1,50.1,Moderate
EMP_01209,Marketing,Democratic,4.58,4.14,2.66,2.55,1.81,3,2.1,41.1,Low
EMP_01210,Engineering,Supportive,3.46,3.93,2.63,2.93,2.61,5,2.7,55.1,Moderate
EMP_01211,Product Management,Democratic,3.83,4.53,2.45,3.85,2.6,3,9.0,47.8,Moderate
EMP_01212,Marketing,Democratic,3.16,3.33,2.13,3.65,3.67,2,0.8,44.4,Low
EMP_01213,Engineering,Autocratic/Micromanagement,3.3,4.17,4.03,4.67,2.38,5,8.7,46.6,Moderate
EMP_01214,Engineering,Supportive,3.66,4.0,3.45,3.88,1.33,4,0.5,51.4,Moderate
EMP_01215,Data Science,Autocratic/Micromanagement,3.49,3.96,2.35,1.68,2.13,3,1.3,44.1,Low
EMP_01216,Marketing,Democratic,3.48,3.26,2.96,4.1,2.04,1,4.6,54.3,Moderate
EMP_01217,Product Management,Democratic,3.71,4.31,3.95,4.15,3.43,4,1.3,41.5,Low
