employee_id,department,manager_leadership_style,pers_openness,pers_conscientiousness,pers_extraversion,pers_agreeableness,pers_neuroticism,work_flexibility_preference,years_at_company,p_o_fit_score,fit_eligibility_class
EMP_0916,Sales,Supportive,3.65,3.17,5.0,4.93,2.65,3,0.6,51.7,Moderate
EMP_0917,Data Science,Autocratic/Micromanagement,3.41,3.85,4.45,2.68,3.33,4,3.0,46.6,Moderate
EMP_0918,Product,Democratic,3.66,3.33,3.58,4.49,1.8,2,2.1,47.8,Moderate
EMP_0919,HR,Supportive,3.94,4.07,2.93,3.4,2.56,2,6.0,46.9,Moderate
EMP_0920,Engineering,Democratic,3.79,3.9,2.56,3.19,3.43,1,1.5,36.5,Low
EMP_0921,Product,Supportive,3.87,3.97,2.61,3.84,1.5,3,7.3,49.8,Moderate
EMP_0922,Sales,Autocratic/Micromanagement,4.54,4.81,2.76,4.3,2.97,5,5.8,5.2,Low
EMP_0923,Product,Supportive,3.79,3.78,4.92,2.81,1.3,1,3.9,64.9,Moderate
EMP_0924,HR,Democratic,3.15,4.25,4.65,3.19,1.94,3,1.0,38.0,Low
EMP_0925,Sales,Supportive,4.22,5.0,3.8,4.01,2.3,4,12.3,48.5,Moderate
EMP_0926,Engineering,Democratic,2.64,4.58,2.43,3.67,3.11,4,2.8,47.2,Moderate
EMP_0927,Data Science,Autocratic/Micromanagement,2.84,4.49,3.91,4.16,2.14,5,8.3,52.4,Moderate
EMP_0928,Sales,Democratic,3.84,3.62,3.01,3.81,2.8,5,0.9,35.4,Low
EMP_0929,Marketing,Democratic,3.96,3.94,1.48,4.58,2.15,1,14.3,34.9,Low
EMP_0930,Data Science,Autocratic/Micromanagement,2.73,3.01,3.43,3.61,2.28,3,5.9,38.4,Low
EMP_0931,Engineering,Supportive,3.33,4.1,2.53,3.63,3.7,4,10.4,58.6,Moderate
EMP_0932,HR,Supportive,3.18,3.96,2.55,3.69,1.78,5,0.8,50.0,Moderate
EMP_0933,Product,Supportive,3.26,3.81,3.0,3.41,3.31,5,2.0,33.6,Low
EMP_0934,Sales,Autocratic/Micromanagement,4.26,4.42,2.8,4.01,2.7,2,0.5,4.1,Low
EMP_0935,Engineering,Supportive,4.09,3.08,3.17,3.64,2.24,3,0.5,49.7,Moderate
EMP_0936,Data Science,Democratic,3.59,4.78,3.13,3.97,1.73,4,1.2,66.7,Moderate
EMP_0937,Engineering,Democratic,3.22,4.34,1.7,4.07,1.78,3,10.6,57.1,Moderate
EMP_0938,Product,Supportive,2.66,3.76,4.42,3.76,2.11,3,3.9,55.2,Moderate
EMP_0939,Engineering,Supportive,4.59,3.71,2.41,3.8,2.58,4,1.3,46.3,Moderate
EMP_0940,Sales,Supportive,4.01,4.09,2.44,2.89,3.18,2,10.8,37.2,Low
EMP_0941,Data Science,Democratic,3.11,4.71,2.94,3.17,2.46,5,4.7,49.2,Moderate
EMP_0942,Sales,Supportive,4.1,3.86,3.11,4.01,2.51,5,8.3,51.2,Moderate
EMP_0943,Marketing,Supportive,3.55,3.89,4.37,4.35,2.63,3,9.2,52.4,Moderate
EMP_0944,HR,Autocratic/Micromanagement,3.4,3.81,3.42,2.34,3.08,4,4.9,39.6,Low
EMP_0945,Engineering,Autocratic/Micromanagement,3.9,4.87,3.65,3.16,3.22,4,1.0,61.3,Moderate
EMP_0946,Engineering,Supportive,3.08,3.58,3.42,3.51,1.59,2,15.0,49.9,Moderate
EMP_0947,Engineering,Supportive,3.36,3.78,3.39,2.97,2.47,2,1.4,56.0,Moderate
EMP_0948,Product,Supportive,3.69,4.68,3.45,3.01,3.68,1,3.9,49.2,Moderate
EMP_0949,Product,Democratic,3.25,3.89,1.65,3.78,1.65,5,6.5,42.8,Low
EMP_0950,Sales,Autocratic/Micromanagement,4.07,4.48,3.0,4.45,2.76,3,0.7,28.8,Low
EMP_0951,Marketing,Supportive,4.91,3.25,4.13,2.28,2.56,1,3.3,47.7,Moderate
EMP_0952,Marketing,Supportive,3.07,3.68,5.0,3.4,2.25,3,1.6,50.0,Moderate
EMP_0953,Engineering,Autocratic/Micromanagement,2.43,4.69,2.24,3.78,3.97,1,1.0,47.1,Moderate
EMP_0954,Product,Democratic,2.2,3.39,3.54,3.97,2.73,1,0.5,31.3,Low
EMP_0955,Sales,Supportive,3.49,3.71,2.74,3.69,3.91,3,7.2,31.2,Low
EMP_0956,Data Science,Democratic,3.14,3.95,4.84,4.56,2.7,3,0.5,40.9,Low
EMP_0957,Sales,Supportive,3.75,3.21,2.12,3.52,3.07,4,7.4,30.7,Low
EMP_0958,Engineering,Supportive,3.69,3.55,3.7,4.29,2.24,4,3.2,58.7,Moderate
EMP_0959,Engineering,Autocratic/Micromanagement,2.48,3.87,2.07,3.11,2.25,4,3.4,37.7,Low
EMP_0960,Marketing,Autocratic/Micromanagement,2.33,3.83,2.95,3.53,3.03,3,6.2,27.7,Low
EMP_0961,Engineering,Democratic,3.81,4.57,3.17,2.77,3.04,4,2.5,60.8,Moderate
EMP_0962,Marketing,Autocratic/Micromanagement,3.69,4.72,4.06,4.04,3.18,3,1.5,40.7,Low
EMP_0963,Engineering,Democratic,3.3,3.29,2.34,3.43,3.0,3,0.5,39.6,Low
EMP_0964,Data Science,Autocratic/Micromanagement,2.44,3.87,3.73,3.71,1.63,3,3.0,41.0,Low
EMP_0965,Data Science,Democratic,3.93,4.2,3.22,3.31,2.05,3,2.8,57.5,Moderate
EMP_0966,Data Science,Autocratic/Micromanagement,4.49,4.71,3.42,3.85,3.38,2,1.2,25.5,Low
EMP_0967,Marketing,Autocratic/Micromanagement,3.79,4.23,3.97,3.74,1.13,1,3.2,43.8,Low
EMP_0968,Data Science,Supportive,3.01,3.97,2.17,2.9,2.93,3,2.0,42.3,Low
EMP_0969,Sales,Autocratic/Micromanagement,3.63,4.2,3.85,2.94,2.61,3,5.7,39.6,Low
EMP_0970,Sales,Autocratic/Micromanagement,2.64,4.2,2.74,3.48,3.38,3,2.9,24.4,Low
EMP_0971,Marketing,Autocratic/Micromanagement,4.34,3.24,4.08,3.9,3.03,5,9.5,13.1,Low
EMP_0972,Product,Supportive,3.66,3.92,3.47,4.62,2.17,4,2.6,53.9,Moderate
EMP_0973,Marketing,Autocratic/Micromanagement,2.36,4.68,3.03,3.68,2.13,5,7.6,41.4,Low
EMP_0974,Engineering,Autocratic/Micromanagement,3.39,3.68,2.73,4.1,2.28,4,2.6,43.2,Low
EMP_0975,Engineering,Supportive,3.92,3.88,3.86,2.53,3.16,2,2.9,44.6,Low
EMP_0976,Data Science,Autocratic/Micromanagement,3.37,3.65,4.21,4.71,1.0,5,1.6,49.0,Moderate
EMP_0977,Sales,Supportive,3.41,2.41,2.77,3.86,2.83,5,1.8,28.8,Low
EMP_0978,Engineering,Supportive,2.74,3.81,2.29,3.47,1.99,3,9.5,42.6,Low
EMP_0979,Sales,Democratic,4.0,3.98,3.76,3.4,2.85,2,0.9,29.9,Low
EMP_0980,Sales,Democratic,3.15,3.49,2.04,2.84,2.98,2,0.5,19.1,Low
EMP_0981,Data Science,Democratic,2.09,3.11,2.16,3.01,1.37,5,6.2,35.8,Low
EMP_0982,HR,Supportive,3.34,3.27,2.35,4.65,2.52,1,3.0,56.4,Moderate
EMP_0983,Engineering,Autocratic/Micromanagement,4.29,4.26,2.87,2.91,2.82,4,1.2,33.9,Low
EMP_0984,Engineering,Supportive,3.33,4.98,2.13,2.9,2.77,4,2.0,67.1,Moderate
EMP_0985,Marketing,Supportive,4.82,4.63,1.65,3.08,2.6,2,2.6,52.2,Moderate
EMP_0986,Sales,Supportive,3.9,2.99,2.29,2.78,1.72,4,3.1,37.3,Low
EMP_0987,Marketing,Democratic,3.84,4.31,3.71,3.51,1.85,4,6.0,59.4,Moderate
EMP_0988,Sales,Autocratic/Micromanagement,3.51,3.4,2.18,4.15,1.6,3,1.8,42.4,Low
EMP_0989,Engineering,Democratic,3.55,3.45,2.93,3.13,3.14,3,3.9,42.8,Low
EMP_0990,HR,Autocratic/Micromanagement,3.42,3.52,4.76,2.68,2.61,5,6.3,33.7,Low
EMP_0991,HR,Supportive,3.39,4.22,3.16,3.68,2.66,3,6.5,55.2,Moderate
EMP_0992,Marketing,Democratic,3.97,4.38,3.47,3.47,1.34,4,1.0,35.2,Low
EMP_0993,Data Science,Democratic,2.94,3.74,2.44,4.1,2.67,3,1.5,45.0,Moderate
EMP_0994,Sales,Democratic,2.85,3.75,4.93,3.23,3.21,2,3.2,34.8,Low
EMP_0995,Data Science,Supportive,2.81,4.08,2.77,3.34,1.23,5,7.6,67.9,Moderate
EMP_0996,Engineering,Democratic,5.0,4.14,3.02,3.41,2.27,3,5.5,60.8,Moderate
EMP_0997,Product,Democratic,3.97,4.51,4.25,3.55,1.44,3,3.1,45.4,Moderate
EMP_0998,Engineering,Autocratic/Micromanagement,3.81,3.03,3.05,3.26,2.36,4,14.4,32.0,Low
EMP_0999,Product,Democratic,2.86,3.81,3.24,3.17,1.98,4,2.0,41.9,Low
EMP_1000,Sales,Supportive,4.04,3.16,2.97,2.39,3.0,2,6.5,33.4,Low
EMP_1001,Engineering,Democratic,3.52,3.77,2.98,3.16,2.84,5,6.0,38.2,Low
EMP_1002,Sales,Supportive,3.75,3.66,3.5,3.93,3.73,1,8.4,41.2,Low
EMP_1003,Product,Autocratic/Micromanagement,2.92,3.77,3.64,4.01,2.66,4,15.0,42.3,Low
EMP_1004,Marketing,Democratic,3.71,3.32,2.69,3.22,2.97,3,2.4,42.4,Low
EMP_1005,HR,Supportive,3.3,2.91,2.59,4.28,2.25,3,0.8,49.1,Moderate
EMP_1006,Marketing,Autocratic/Micromanagement,3.06,2.54,2.71,3.48,1.82,5,2.2,49.4,Moderate
EMP_1007,Marketing,Democratic,4.11,3.72,2.08,2.7,3.37,4,6.7,34.1,Low
EMP_1008,HR,Supportive,2.52,3.54,1.93,2.51,3.69,4,6.3,40.9,Low
EMP_1009,Engineering,Democratic,4.0,3.39,3.44,4.23,3.26,3,1.4,42.1,Low
EMP_1010,Sales,Supportive,4.08,4.59,3.95,3.28,2.8,5,0.5,54.0,Moderate
EMP_1011,Engineering,Autocratic/Micromanagement,2.98,3.28,3.9,2.77,1.92,3,2.5,38.3,Low
EMP_1012,Product,Autocratic/Micromanagement,3.03,4.65,1.29,2.14,3.61,3,2.2,29.9,Low
EMP_1013,Product,Autocratic/Micromanagement,3.44,4.77,3.0,3.26,3.16,5,0.5,44.6,Low
EMP_1014,Engineering,Democratic,3.8,2.63,2.32,3.74,4.32,1,5.5,30.0,Low
EMP_1015,Marketing,Democratic,3.49,3.86,3.31,3.08,1.78,2,1.2,42.0,Low
EMP_1016,Product,Autocratic/Micromanagement,3.9,3.56,2.87,2.87,3.39,5,3.6,33.5,Low
EMP_1017,Engineering,Supportive,4.83,2.05,3.67,3.17,3.14,5,0.5,37.5,Low
EMP_1018,Sales,Democratic,3.24,2.93,3.18,4.25,2.43,4,6.9,49.8,Moderate
EMP_1019,Product,Democratic,2.4,4.26,1.68,2.66,3.79,3,4.7,33.3,Low
EMP_1020,Engineering,Supportive,4.18,5.0,2.43,3.11,3.02,3,1.7,73.5,Moderate
EMP_1021,Marketing,Democratic,4.78,4.34,3.2,4.23,1.95,3,3.5,38.5,Low
EMP_1022,Data Science,Autocratic/Micromanagement,3.87,3.99,3.27,3.8,2.61,3,0.7,36.8,Low
EMP_1023,Product,Autocratic/Micromanagement,2.84,3.79,2.08,3.61,1.94,3,14.8,44.6,Low
EMP_1024,Product,Supportive,3.51,4.81,1.97,3.11,2.33,1,5.6,45.4,Moderate
EMP_1025,Product,Supportive,2.82,5.0,3.24,3.52,3.26,3,5.4,48.6,Moderate
EMP_1026,Sales,Supportive,4.05,3.45,2.08,3.18,3.49,3,0.6,26.7,Low
EMP_1027,Product,Autocratic/Micromanagement,2.65,2.6,1.87,2.98,2.88,4,0.5,29.3,Low
EMP_1028,HR,Supportive,3.39,2.54,2.84,2.85,2.1,3,3.1,41.8,Low
EMP_1029,Data Science,Democratic,2.9,4.59,2.81,3.97,3.01,5,0.5,49.8,Moderate
EMP_1030,HR,Supportive,3.69,3.77,2.5,3.46,3.28,3,5.3,47.3,Moderate
EMP_1031,Engineering,Democratic,3.34,3.91,2.64,3.69,1.12,3,1.9,38.2,Low
EMP_1032,Sales,Supportive,3.72,2.73,3.21,3.59,2.79,4,1.4,48.3,Moderate
EMP_1033,Engineering,Autocratic/Micromanagement,3.62,3.35,2.62,3.76,2.55,2,0.5,39.4,Low
EMP_1034,Engineering,Supportive,2.91,3.62,3.26,3.35,3.46,3,15.0,43.6,Low
EMP_1035,Engineering,Democratic,4.04,3.92,2.9,3.21,3.01,4,10.9,31.8,Low
EMP_1036,Marketing,Supportive,3.57,3.56,3.33,3.01,3.09,3,0.5,47.3,Moderate
EMP_1037,Data Science,Democratic,2.91,3.18,3.9,2.65,2.31,5,1.4,38.9,Low
EMP_1038,Marketing,Autocratic/Micromanagement,5.0,3.33,3.87,2.83,2.7,4,1.7,24.8,Low
EMP_1039,Engineering,Supportive,3.93,4.52,4.23,3.28,3.45,2,1.2,53.0,Moderate
EMP_1040,Data Science,Autocratic/Micromanagement,3.49,3.95,3.87,2.54,2.65,3,9.5,38.6,Low
EMP_1041,Sales,Democratic,4.59,4.17,3.39,2.67,2.84,4,4.5,30.9,Low
EMP_1042,HR,Supportive,4.89,3.26,2.85,4.13,1.47,4,10.9,52.2,Moderate
EMP_1043,Data Science,Democratic,3.5,2.03,2.89,3.63,2.65,5,7.3,17.6,Low
EMP_1044,Marketing,Supportive,3.84,3.49,2.5,3.23,1.09,4,4.9,50.5,Moderate
EMP_1045,Product,Democratic,2.91,3.28,3.2,4.86,2.29,1,4.2,39.7,Low
EMP_1046,Marketing,Autocratic/Micromanagement,3.5,4.01,3.76,2.51,2.75,2,7.0,34.8,Low
EMP_1047,Engineering,Supportive,3.46,5.0,2.62,4.09,3.31,4,4.0,67.4,Moderate
EMP_1048,Engineering,Democratic,3.73,4.22,3.17,3.43,1.9,2,0.7,62.3,Moderate
EMP_1049,Product,Autocratic/Micromanagement,3.83,5.0,2.66,3.97,3.0,4,3.7,40.5,Low
EMP_1050,Engineering,Autocratic/Micromanagement,3.99,4.14,3.37,3.57,3.87,4,2.5,51.5,Moderate
EMP_1051,Product,Democratic,3.77,3.42,2.76,2.38,2.19,4,14.0,40.8,Low
EMP_1052,Sales,Autocratic/Micromanagement,2.75,4.01,2.61,3.56,1.46,3,2.5,35.0,Low
EMP_1053,Product,Democratic,2.94,4.87,2.66,3.7,2.93,4,0.5,35.3,Low
EMP_1054,HR,Supportive,3.22,4.9,3.6,2.18,1.75,2,1.1,62.7,Moderate
EMP_1055,Product,Autocratic/Micromanagement,3.4,3.45,3.12,4.67,2.04,4,8.7,36.1,Low
EMP_1056,Data Science,Democratic,4.34,3.95,2.86,3.69,3.44,4,11.5,28.9,Low
EMP_1057,HR,Democratic,2.79,2.94,3.41,3.9,4.2,3,4.6,24.1,Low
EMP_1058,Sales,Democratic,3.35,4.29,2.87,2.8,1.9,3,0.5,20.3,Low
EMP_1059,Sales,Autocratic/Micromanagement,4.27,4.73,4.1,3.91,2.11,4,0.5,26.4,Low
EMP_1060,Marketing,Autocratic/Micromanagement,3.39,3.82,2.42,4.15,2.35,3,2.3,40.5,Low
EMP_1061,Product,Democratic,3.92,3.4,3.05,3.65,2.26,1,15.0,44.1,Low
EMP_1062,Product,Supportive,3.5,4.02,2.08,3.49,4.25,5,7.1,41.0,Low
EMP_1063,HR,Democratic,3.78,4.05,2.92,2.96,2.28,4,9.5,32.8,Low
EMP_1064,Sales,Democratic,3.44,3.85,1.86,3.37,2.39,4,3.4,21.9,Low
EMP_1065,Sales,Supportive,4.07,3.91,3.8,3.19,3.99,3,6.9,46.3,Moderate
EMP_1066,Marketing,Autocratic/Micromanagement,2.52,3.7,3.81,3.84,3.16,5,1.3,34.1,Low
EMP_1067,Engineering,Democratic,3.35,4.4,3.83,2.99,3.49,4,0.5,45.3,Moderate
EMP_1068,Engineering,Supportive,3.81,4.24,3.22,3.84,1.98,3,8.8,58.5,Moderate
EMP_1069,Data Science,Supportive,3.97,3.21,2.5,3.0,2.28,4,0.9,47.6,Moderate
EMP_1070,Data Science,Supportive,4.65,3.19,2.56,3.34,1.87,3,4.6,48.1,Moderate
EMP_1071,Data Science,Autocratic/Micromanagement,3.33,3.65,4.42,3.87,3.34,2,3.8,34.5,Low
EMP_1072,Engineering,Supportive,4.64,4.24,4.35,3.08,3.68,3,0.6,60.8,Moderate
EMP_1073,Engineering,Supportive,3.14,3.89,3.3,3.89,2.22,3,0.8,48.6,Moderate
EMP_1074,Engineering,Democratic,4.53,3.41,2.79,3.83,2.41,4,1.4,40.1,Low
EMP_1075,Product,Supportive,4.17,3.96,4.29,3.34,2.44,2,5.0,51.4,Moderate
EMP_1076,Sales,Supportive,2.96,3.6,2.64,4.2,1.46,4,0.5,32.3,Low
EMP_1077,Data Science,Supportive,3.81,4.33,3.38,3.55,2.16,3,1.8,74.7,Moderate
EMP_1078,Marketing,Democratic,3.56,4.0,4.28,4.16,3.32,3,3.8,31.4,Low
EMP_1079,Engineering,Democratic,4.04,3.61,2.53,4.58,2.0,3,0.7,43.6,Low
EMP_1080,Product,Supportive,3.44,3.94,3.86,3.36,2.77,3,0.5,41.9,Low
EMP_1081,HR,Democratic,3.38,4.59,3.62,3.89,1.65,3,1.7,43.1,Low
EMP_1082,Engineering,Autocratic/Micromanagement,4.56,3.46,3.17,3.12,2.58,3,1.2,21.1,Low
EMP_1083,Sales,Supportive,3.53,4.04,2.41,2.88,2.25,4,3.7,43.2,Low
EMP_1084,Product,Supportive,4.18,3.76,2.62,3.38,1.72,4,12.2,51.1,Moderate
EMP_1085,Product,Supportive,3.44,4.06,3.43,2.68,3.33,4,0.5,51.5,Moderate
EMP_1086,Sales,Democratic,4.77,3.41,2.06,2.94,3.38,4,8.1,21.2,Low
EMP_1087,Marketing,Autocratic/Micromanagement,3.13,3.87,3.3,3.85,1.92,5,2.0,50.6,Moderate
EMP_1088,Engineering,Supportive,3.17,4.46,3.63,3.19,2.53,2,3.8,54.7,Moderate
EMP_1089,Product,Democratic,4.67,3.24,3.99,3.93,2.74,5,6.7,40.1,Low
EMP_1090,Engineering,Supportive,3.29,3.0,2.08,3.68,1.25,3,3.0,41.0,Low
EMP_1091,Product,Democratic,4.72,3.03,4.25,4.61,1.58,4,0.5,42.6,Low
EMP_1092,Marketing,Autocratic/Micromanagement,4.22,3.1,4.56,3.81,3.73,4,0.5,20.3,Low
EMP_1093,Marketing,Supportive,3.49,4.16,3.53,4.17,1.85,4,5.5,58.9,Moderate
EMP_1094,Sales,Democratic,2.33,2.96,2.37,3.74,3.71,5,0.9,22.0,Low
EMP_1095,Engineering,Supportive,3.59,3.62,2.94,3.69,1.62,2,2.9,51.3,Moderate
EMP_1096,Engineering,Democratic,3.67,4.17,3.16,4.2,3.23,3,2.0,53.2,Moderate
EMP_1097,Engineering,Supportive,4.42,4.05,3.42,3.9,2.45,2,1.3,76.6,High
EMP_1098,Engineering,Autocratic/Micromanagement,4.71,3.57,3.22,3.63,2.56,2,5.4,20.9,Low
EMP_1099,HR,Supportive,3.12,3.91,3.42,3.62,4.18,4,4.6,46.0,Moderate
EMP_1100,Data Science,Autocratic/Micromanagement,4.16,3.86,3.13,3.82,1.7,1,3.6,22.2,Low
EMP_1101,Engineering,Supportive,4.14,3.67,3.41,3.1,3.18,5,1.6,51.0,Moderate
EMP_1102,Product,Democratic,4.35,3.67,2.83,3.07,3.14,4,0.9,40.4,Low
EMP_1103,Product,Supportive,3.95,5.0,2.93,4.36,5.0,3,2.5,34.4,Low
EMP_1104,Product,Autocratic/Micromanagement,2.24,4.29,2.74,4.62,1.84,3,5.9,45.6,Moderate
EMP_1105,Product,Supportive,3.49,5.0,4.73,2.94,2.2,2,3.0,54.2,Moderate
EMP_1106,Engineering,Supportive,2.79,3.5,4.37,3.1,3.35,5,12.3,48.6,Moderate
EMP_1107,Data Science,Democratic,3.46,3.75,3.64,4.19,2.54,4,0.5,38.4,Low
EMP_1108,HR,Supportive,4.29,3.0,4.26,3.82,2.33,3,15.0,55.7,Moderate
EMP_1109,Marketing,Supportive,3.81,3.31,3.84,3.91,3.47,1,4.1,39.7,Low
EMP_1110,Engineering,Autocratic/Micromanagement,4.4,4.94,3.35,4.04,2.49,3,6.3,35.8,Low
EMP_1111,HR,Autocratic/Micromanagement,3.84,3.49,2.0,3.36,1.99,2,1.4,41.6,Low
EMP_1112,Engineering,Supportive,2.69,4.95,2.99,3.7,3.28,4,2.5,66.1,Moderate
EMP_1113,Engineering,Autocratic/Micromanagement,1.84,3.05,2.93,3.65,3.0,4,5.6,31.7,Low
EMP_1114,Sales,Democratic,3.7,3.17,2.29,2.98,2.45,3,5.0,25.2,Low
EMP_1115,Sales,Supportive,3.45,3.6,2.01,3.69,2.41,5,1.4,31.7,Low
EMP_1116,Sales,Democratic,2.92,3.76,3.59,4.24,1.97,2,1.4,41.7,Low
EMP_1117,Engineering,Democratic,2.41,4.35,3.46,3.3,3.28,3,3.8,52.2,Moderate
EMP_1118,Product,Autocratic/Micromanagement,3.09,4.07,2.27,3.59,2.41,4,9.5,32.8,Low
EMP_1119,Data Science,Supportive,3.46,3.55,2.6,3.62,2.08,1,2.0,57.0,Moderate
EMP_1120,Engineering,Democratic,4.07,3.72,4.13,3.33,1.67,3,1.5,44.6,Low
EMP_1121,Product,Supportive,3.73,3.61,2.5,3.91,3.01,4,7.9,42.2,Low
EMP_1122,Product,Supportive,4.73,3.25,3.34,3.09,2.29,3,4.0,48.0,Moderate
EMP_1123,Product,Supportive,2.88,3.27,3.05,4.3,1.09,3,1.7,62.6,Moderate
EMP_1124,HR,Autocratic/Micromanagement,4.22,4.42,3.61,3.88,1.74,4,0.5,26.2,Low
EMP_1125,Marketing,Autocratic/Micromanagement,3.63,2.7,2.52,2.94,2.51,3,4.5,33.9,Low
EMP_1126,Sales,Autocratic/Micromanagement,4.09,4.77,3.27,4.52,2.54,2,1.5,16.7,Low
EMP_1127,Engineering,Democratic,3.29,3.59,3.33,3.6,2.51,2,0.5,41.8,Low
EMP_1128,Sales,Supportive,4.35,3.34,3.38,3.07,2.39,3,3.3,53.0,Moderate
EMP_1129,Data Science,Supportive,3.81,4.24,3.26,4.16,1.52,2,1.4,70.0,Moderate
EMP_1130,Data Science,Supportive,3.12,4.69,3.48,3.8,2.0,5,1.4,64.5,Moderate
EMP_1131,Marketing,Supportive,3.59,4.47,4.95,2.44,3.65,5,2.3,47.6,Moderate
EMP_1132,Sales,Autocratic/Micromanagement,3.43,4.1,5.0,3.18,3.53,3,4.4,44.6,Low
EMP_1133,Engineering,Democratic,3.94,4.45,2.69,3.67,3.16,5,1.1,46.5,Moderate
EMP_1134,Engineering,Supportive,2.77,2.77,1.35,2.2,3.09,3,0.5,54.0,Moderate
EMP_1135,Marketing,Supportive,3.58,3.49,3.68,3.55,3.42,2,1.9,47.1,Moderate
EMP_1136,Engineering,Supportive,3.88,3.25,3.35,3.59,1.8,4,0.5,48.0,Moderate
EMP_1137,Product,Democratic,3.62,4.53,4.05,2.79,2.73,4,4.2,38.4,Low
EMP_1138,Sales,Autocratic/Micromanagement,4.54,3.57,3.43,3.66,1.8,1,11.2,24.0,Low
EMP_1139,Sales,Democratic,4.14,4.31,3.25,3.5,1.82,3,3.8,40.1,Low
EMP_1140,Sales,Autocratic/Micromanagement,3.59,4.12,4.1,2.79,2.99,1,1.1,49.7,Moderate
EMP_1141,HR,Democratic,3.75,3.28,4.22,4.05,3.46,3,0.7,29.8,Low
EMP_1142,Data Science,Supportive,3.81,3.45,2.09,4.0,2.54,3,0.9,52.9,Moderate
EMP_1143,Marketing,Supportive,3.88,4.58,2.55,3.33,4.02,4,0.9,41.9,Low
EMP_1144,Sales,Autocratic/Micromanagement,2.32,3.33,3.12,3.38,2.87,2,1.3,29.0,Low
EMP_1145,Data Science,Autocratic/Micromanagement,3.39,3.87,3.28,3.94,2.08,1,0.5,39.5,Low
EMP_1146,Product,Supportive,2.56,3.33,3.02,3.38,1.83,3,7.9,48.7,Moderate
EMP_1147,HR,Democratic,4.49,3.61,3.55,2.34,3.51,5,7.6,19.3,Low
EMP_1148,Marketing,Democratic,3.56,3.77,4.0,3.79,2.8,3,3.3,36.6,Low
EMP_1149,Product,Democratic,3.46,3.33,4.58,3.01,3.24,3,0.5,40.6,Low
EMP_1150,Product,Autocratic/Micromanagement,4.23,3.22,3.66,3.27,1.0,3,5.7,27.0,Low
EMP_1151,Marketing,Democratic,3.9,3.97,2.52,4.37,2.9,4,0.5,40.5,Low
EMP_1152,HR,Democratic,2.81,3.29,3.08,3.42,2.29,3,0.5,39.7,Low
EMP_1153,Marketing,Supportive,3.55,3.31,3.14,3.5,1.58,1,1.4,50.6,Moderate
EMP_1154,Marketing,Supportive,3.37,3.24,3.61,3.81,2.65,2,2.0,44.4,Low
EMP_1155,Marketing,Supportive,2.38,3.75,3.51,3.8,3.57,2,1.5,37.5,Low
EMP_1156,HR,Supportive,3.12,4.37,4.84,2.95,4.51,3,0.6,44.3,Low
EMP_1157,Engineering,Democratic,3.47,4.7,2.83,3.46,2.89,1,0.5,55.6,Moderate
EMP_1158,Product,Democratic,3.52,3.36,3.51,3.52,2.13,3,6.9,39.0,Low
EMP_1159,Product,Supportive,2.56,5.0,5.0,3.66,2.08,4,1.6,40.5,Low
EMP_1160,Engineering,Autocratic/Micromanagement,4.41,3.2,2.73,3.67,3.47,3,0.9,18.7,Low
EMP_1161,HR,Supportive,3.53,4.45,3.32,5.0,1.9,4,2.3,46.9,Moderate
EMP_1162,Engineering,Supportive,3.63,3.37,2.44,2.79,3.2,3,0.5,46.3,Moderate
EMP_1163,Data Science,Supportive,3.88,3.28,3.27,4.09,2.93,5,3.2,39.1,Low
EMP_1164,Marketing,Supportive,3.05,3.35,2.58,4.21,2.85,5,1.0,47.6,Moderate
EMP_1165,Engineering,Supportive,3.92,3.77,4.04,3.8,1.45,4,3.2,52.8,Moderate
EMP_1166,HR,Democratic,3.34,4.15,3.32,3.11,2.41,5,3.3,27.1,Low
EMP_1167,HR,Democratic,2.97,4.2,2.45,4.5,1.53,2,5.8,51.2,Moderate
EMP_1168,Sales,Autocratic/Micromanagement,4.0,3.23,3.87,2.18,2.23,4,0.9,38.3,Low
EMP_1169,Engineering,Supportive,4.64,3.21,3.34,3.09,3.43,3,2.2,43.3,Low
EMP_1170,Data Science,Supportive,4.11,3.25,3.96,4.2,3.68,4,11.4,46.1,Moderate
EMP_1171,Marketing,Supportive,4.25,3.73,2.28,3.28,2.87,3,4.5,46.8,Moderate
EMP_1172,Product,Democratic,3.24,3.67,3.5,4.46,2.24,3,13.0,41.7,Low
EMP_1173,Marketing,Supportive,2.48,3.23,3.82,2.59,3.97,5,9.2,36.4,Low
EMP_1174,Data Science,Autocratic/Micromanagement,4.64,3.96,2.86,2.83,2.23,2,3.3,21.3,Low
EMP_1175,Marketing,Democratic,5.0,5.0,2.19,3.18,1.79,4,1.1,32.4,Low
EMP_1176,Sales,Democratic,4.68,3.5,3.17,3.75,3.26,4,5.0,34.1,Low
EMP_1177,HR,Democratic,3.36,3.54,4.18,3.37,3.07,3,4.2,43.4,Low
EMP_1178,Engineering,Supportive,2.79,4.14,4.1,3.21,2.27,3,3.1,57.3,Moderate
EMP_1179,HR,Supportive,2.85,3.46,2.86,4.35,2.78,2,4.2,45.7,Moderate
EMP_1180,Sales,Supportive,2.42,4.2,2.17,4.41,3.05,5,3.3,20.7,Low
EMP_1181,Product,Democratic,3.52,3.37,2.86,3.25,2.86,5,2.6,37.2,Low
EMP_1182,Data Science,Supportive,4.72,4.9,2.83,2.47,3.07,4,1.9,63.5,Moderate
